,"('000858.SZ', '000333.SZ')","('000651.SZ', '000333.SZ')","('000858.SZ', '600887.SH')","('000858.SZ', '000651.SZ')","('000858.SZ', '600519.SH')","('601318.SH', '000002.SZ')","('600519.SH', '600887.SH')","('600519.SH', '000333.SZ')","('000333.SZ', '601318.SH')","('600276.SH', '600887.SH')","('000651.SZ', '601318.SH')","('600519.SH', '000651.SZ')","('000651.SZ', '600887.SH')","('600276.SH', '600519.SH')","('000651.SZ', '000002.SZ')","('000333.SZ', '000002.SZ')","('000858.SZ', '601318.SH')","('600887.SH', '000333.SZ')","('600276.SH', '000858.SZ')","('600519.SH', '601318.SH')",mean
2018-07-02 00:00:00,0.015936843033007388,0.010103827292391825,-0.0,0.009406799754088813,-0.0013929228817887564,0.026077408595522964,0.00015633862735184932,0.013813524089539167,-0.0,-0.0038395954848857252,-0.005605499760833854,0.0016909209144572146,-0.0016534403203991826,-0.0038876493868608354,0.003215546627731786,0.02592456866378361,-0.0022773810134031017,0.013417856738525307,0.0017353417761317796,-0.0037526201384451307,0.004953493356295755
2018-07-03 00:00:00,0.024349218880215368,0.01653847790719077,-0.0,0.015465217171702567,-0.0007001927263147817,-0.02713142236153962,0.002850883872063373,0.023370912036542263,0.0,0.010971334405076544,0.018368672877386926,0.0025345639135974725,-0.0004760202963845355,0.008274881031215235,0.018537090957019713,-0.027157728858735408,-0.0,0.017754114220543668,0.027492294754695445,-0.0,0.006552114889213751
2018-07-04 00:00:00,0.021027470705171733,0.03183816749673526,0.0008488548405339753,0.030447888356281063,-0.008466755801098303,0.01789190757514191,-0.001014172289432445,0.005770540063445673,-0.005851365919143767,0.013298844336234536,0.008847867424819142,0.018701376692428183,0.012355979388235716,0.0,0.022169191499645153,0.017626606288644733,-0.001351743061818842,0.007233347103732484,0.023900267198382084,-0.0,0.010763713594896914
2018-07-05 00:00:00,-0.0010874230367511513,-0.005326744070006091,0.0004487204282705235,-0.005147949919998034,-0.007703122344616549,-0.002172423614749652,-0.008015846776084499,-0.016615347434423878,0.009916675374209922,0.0,-0.0025865184558615394,0.0024708418692583976,-0.0023069546503719277,-0.005698610375539898,-0.003852529813391039,-0.002082680937675417,0.0007532792271235879,-0.0005368604068847786,0.024840798368024365,0.0,-0.0012351348284733836
2018-07-06 00:00:00,-0.014589582311340601,-0.018198930127236664,-0.01454007545181967,-0.017335267125202145,-0.0009867508040948061,-0.006896270911768092,0.013146706125401609,-0.016699132381984682,0.001110324709806315,-0.005229892037841002,-0.0,-0.005707858385078408,-0.0,0.005538663104770667,-0.01327171906171398,-0.00678997990210612,-0.005146299419181995,-0.04331305125737202,-0.021258179405879003,0.0,-0.00850836473213203
2018-07-09 00:00:00,-0.039240481969543585,-0.04117506422356274,0.009451802260418482,-0.0390848698224477,0.010468554674752873,-0.03437614990517699,0.0010969884184474153,-0.01837237805170298,-0.000545488531533806,0.005382569558414013,0.0,-0.01988150833778519,0.0,0.006645494594734436,-0.026480433509044467,-0.034176758268171355,0.002878606413884445,-0.020172590610070373,-0.0199484171072849,0.0,-0.01287650622078362
2018-07-10 00:00:00,0.0019430812092719868,0.0030418321999042108,0.001038604620787808,0.0029061090617542914,-9.070648648911986e-05,-0.005841450394920334,-0.001110993894644756,0.002034418225930575,0.0006504175126677658,0.005905543846279078,-0.0009983511207832055,0.0012523525299779508,0.0011768630990331111,0.004766323631886507,0.0035813381154856236,-0.005855981082190545,0.004910799670494855,0.004115202138846714,-0.006669501020685266,-0.0,0.0008377950931303625
2018-07-11 00:00:00,0.016366797306922233,0.012858991547848024,-0.004824442910807546,0.012087357141204394,-0.0042294767256597175,0.028510108063861967,0.0005352041044674634,0.008515357568997867,-0.003459099980728328,0.0006454023405890923,-0.002797515861704658,0.005319179049373665,0.0027517901069078624,0.0011388483082204854,0.004794766613208875,0.02834339699124992,0.0007769291186124061,0.007159998503822081,0.002236624792411854,-0.0,0.005836510803939898
2018-07-12 00:00:00,-0.02420001489287262,-0.01788356254405226,0.004980154298251462,-0.01679534833505559,-0.0005545559244893721,-0.01657285666021712,-0.0053453063959793745,-0.02495807579166658,-0.005170205663826807,0.001720857153889646,0.002139445157060055,-0.0027280974403874115,-0.0018124458930813964,-0.0035771374997168167,-0.01125322713802366,-0.016500894104693565,0.0010505008739265023,-0.01414724683456403,-0.010798359171967047,0.0,-0.0081203188403733
2018-07-13 00:00:00,-0.024360018921277638,-0.00780973276624461,0.005267863935091514,-0.0069750535435497965,0.005588502658040619,0.005447381932482651,0.00040485156699332763,-0.012812504236284833,-0.0012949968121204294,0.001604581298033102,-0.0025847418198056966,-0.0004818078134636711,0.0029542783496493844,0.002095108859510727,-0.007357048692747818,0.005429520759075358,0.011008724737615229,-0.013727069193718744,-0.010069156763896832,0.0,-0.002383565823330908
2018-07-16 00:00:00,0.00399282873735545,0.00021593572765614728,-0.0005599935069922309,9.776671179699819e-05,-0.007390647995023615,0.023978729097188487,-0.006757738385645401,-0.010294825095245711,0.002641175561498048,-0.0002482116054195928,-0.006825843366350135,0.0038088593167769445,-0.00146385794816637,-0.007061139801907915,-0.004388430311073553,0.023890454392295802,0.0,0.0030280025119206392,0.0023114952923987534,0.0,0.0009487279666531373
2018-07-17 00:00:00,0.017317584360308103,0.015284352098155552,0.004658944837568357,0.014420438881876893,-0.0005312541947339573,0.007340180005894532,-0.005097390554394345,0.01623111570812968,-0.011985740606903803,0.0007513291197863652,0.010333709665758924,0.003974152906044072,-0.005789480869343615,-0.004551572223509831,0.011070763599123056,0.007231116600744587,0.0,0.02663222092757683,0.01840909608011762,0.0,0.006284978317109951
2018-07-18 00:00:00,0.00928672563671102,0.01945791728489469,-0.004896955189477305,0.01870590457395651,-0.001320644374420503,0.022159774502108476,0.0034317784663316134,0.0067217095658416905,-0.003931838088773337,0.0,0.0,0.010068495619064277,0.0,0.012483336618762629,0.011650509661528625,0.02205214125474014,0.0019795431001840623,-0.00012432918189906377,-0.01701775121977966,-0.0,0.005535315911488692
2018-07-19 00:00:00,-0.0006744380662446514,-0.008473272782971804,0.009623383476271615,-0.008229199869843532,-0.0019930693559040646,-0.0093130028916103,-0.011307500428428915,-0.004759037187864244,-0.0035477426109727143,-0.0020540279506423742,-0.0028210300666257643,-0.0036880897914343246,0.0,-0.008268463289366415,-0.00514046253251435,-0.00926754936478727,-0.007438750132764252,0.018009083127377173,0.009987916774774192,0.0,-0.0024677626471776002
2018-07-20 00:00:00,-0.0005394457493412592,0.003758902942819176,-0.007229009757454712,0.0036797840743291745,0.000203079065449561,-0.02019959499227063,0.00720651987860156,-0.00024328110767557278,-0.016897914757651445,0.003668797686357399,0.02009716338084574,0.0024905618185691977,0.0,0.003481658600346081,0.0068507516955595175,-0.020174508836076546,-0.01819182095436799,-0.014900272391806675,-0.005967704485635662,0.0,-0.002645316694470154
2018-07-23 00:00:00,0.017375998021777767,0.012428027448487424,-0.009568632285218764,0.011646560627969411,-0.002306316756077661,-0.02631995966435774,0.006955958426050965,0.012224708709728195,-0.0020006047503211798,0.0,0.008087909241374851,0.0035110376868432436,0.0,-0.017526936106463338,0.015087055952186493,-0.02625332886013811,-0.01062829571606987,-0.001434383801191914,0.03689465012591768,0.0,0.001408672415024873
2018-07-24 00:00:00,-0.038237028781094674,-0.028763975271303435,0.011847550048168514,-0.026989060405731242,0.010010833130539448,-0.026474202329775612,-0.0015639352969009318,-0.0182098072531387,0.01216908194647479,-0.001833534964156235,-0.008360587840443315,-0.01177119835968461,0.0,-0.003819104102303082,-0.017881825194384703,-0.026263664459439513,0.013530366059249097,-0.01503514794019626,-0.0024056788033068733,0.0,-0.009002545990871365
2018-07-25 00:00:00,2.4112693857753497e-06,0.017911298790392546,0.0,0.017435987509043897,0.0008993577650912102,0.008201514119761557,-0.00734307096182581,0.002133670600735103,-0.010427155684588284,0.014819959920885879,0.01223335342492323,0.010707740392014138,-0.0,0.007055912841821512,0.012780479100682533,0.008110816149075528,-0.003721041614998427,0.01680340913716629,-0.010204380382982275,0.0,0.004870013118829221
2018-07-26 00:00:00,0.010604684385542545,0.010008566445418149,7.268074267638555e-05,0.009458934935140348,0.0003733855372787834,0.019382171394683487,-0.004463369958586422,0.011011806149904298,0.013279985850258014,0.0008675074072325967,-0.00652385014651016,0.0023770868375093636,-3.113863143805827e-05,-0.0036573807813431265,0.004176742665647,0.019375095682292447,0.006184213440357063,0.020513314369000196,0.013892587005854324,-0.0,0.0063451511665458624
2018-07-27 00:00:00,-0.00036266334969838114,0.008761883990741189,-0.0009107562638113838,0.00853067454338624,-0.0020477875012550983,0.016425266477290916,-0.002956664722569036,-0.003997984886249988,-0.007053174473806572,0.00023084653427328018,0.004867839791921278,0.007033527502389204,0.003508529765332325,-0.00275731037425485,0.003807992195668507,0.01632190110152754,-0.0006203133482205774,0.0016881084627515647,0.0011619971595625428,0.0,0.0025815956302489354
2018-07-30 00:00:00,0.02101829645633854,-0.002266301344231864,0.0067181444315784905,-0.002776609029333639,0.003012892714233881,0.006010336547458041,0.009378845496899255,0.02619977002264894,-0.00331533188577403,-0.005199706668513916,0.004749381446745859,-0.011020810845444855,-0.005383237485193835,0.00442161526238097,-0.0029960353766392976,0.006001685528533695,-0.016190236961051138,0.008512916624558872,0.011783288309671508,0.0,0.002932945162243273
2018-07-31 00:00:00,0.0061152413912124535,0.0011313446644976503,-0.001495441241741426,0.0009407211016579688,-0.008171041072362824,-0.006029277602021217,-0.009719320914111719,-0.010052377569030654,0.00110525299083666,0.0034653476804464914,0.0009059774693748584,0.004335133846184276,-0.004055648472629424,-0.006464821587142301,0.0020834247650812986,-0.0060002890635472445,-0.003309956885518358,0.009304015766796321,0.001005959776492993,0.0,-0.0012452877477762097
